time,side,price,qty,pnl,total_pnl
2025-10-27T18:20:28,BUY,201.0050,0.1000,0.0000,0.0000
2025-10-27T18:59:33,BUY,202.5000,0.1000,0.0000,0.0000,202.4900,202.5000,0.494
